Number of Rides,Mean Duration,1Q Duration,3Q Duration,Median Duration,Mean Age,StdDev Age,Min Age,Max Age,1Q Age,3Q Age,Median Age,Unknown Gender Users,Male Users,Female Users,Short-Term Pass Uses,Annual Pass Uses
648820.0,11.725298516280592,3.85,9.45,5.65,37.378067561446585,10.230686443847231,16.0,131.0,30.0,43.0,35.0,42341,469840,136639,38197,610506
